,index,propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,hasVideo,status,newDevelopment,hasLift,parkingSpace,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,district,neighborhood,newDevelopmentFinished
111,11,81425955,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1a/18/88/732741609.jpg,60472920,11,1,383850.0,flat,sale,147.0,True,2,2,"Calle de Fray Ceferino González, 17",Madrid,Madrid,es,40.4084771,-3.7069161,True,https://www.idealista.com/inmueble/81425955/,965,False,good,False,True,,2611.0,{'typology': 'flat'},"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Piso en Calle de Fray Ceferino González, 17'}",False,False,False,Centro,Lavapiés-Embajadores,
112,12,86965263,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5c/a8/16/718590728.jpg,60469545,11,bj,100000.0,flat,sale,47.0,True,1,1,"Calle de Barcelona, 31",Madrid,Leganés,es,40.3206492,-3.7550433,True,https://www.idealista.com/inmueble/86965263/,11546,False,good,False,True,,2128.0,{'typology': 'flat'},"{'subtitle': 'Las Dehesillas-Vereda de los Estudiantes, Leganés', 'title': 'Piso en Calle de Barcelona, 31'}",False,False,False,Las Dehesillas - Vereda de los Estudiantes,Las Dehesillas-Vereda de los Estudiantes,
113,13,34311467,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2a/7d/25/684618254.jpg,60475419,19,,206391.0,chalet,sale,195.0,False,3,2,"Calle Cerro de las Higueras, 19",Madrid,Valdemorillo,es,40.4889663,-4.0376107,True,https://www.idealista.com/inmueble/34311467/,29408,False,good,False,,,1058.0,{'typology': 'chalet'},"{'subtitle': 'Pino Alto - Navarredonda, Valdemorillo', 'title': 'Chalet en Calle Cerro de las Higueras, 19'}",False,False,False,Pino Alto - Navarredonda,,
114,14,86156467,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a6/e1/75/685177192.jpg,343-60475419,20,,206391.0,chalet,sale,195.0,False,3,1,Calle Cerro de las Higueras,Madrid,Valdemorillo,es,40.4905663,-4.0392107,False,https://www.idealista.com/inmueble/86156467/,29587,False,good,False,,,1058.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Pino Alto - Navarredonda, Valdemorillo', 'title': 'Casa independiente en Calle Cerro de las Higueras'}",False,False,False,Pino Alto - Navarredonda,,
115,15,86155911,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4a/8a/ca/740474355.jpg,343-60469545,11,,100000.0,flat,sale,47.0,False,1,1,Calle de Barcelona,Madrid,Leganés,es,40.3198492,-3.7549433,False,https://www.idealista.com/inmueble/86155911/,11625,False,good,False,True,,2128.0,{'typology': 'flat'},"{'subtitle': 'Las Dehesillas-Vereda de los Estudiantes, Leganés', 'title': 'Piso en Calle de Barcelona'}",False,False,False,Las Dehesillas - Vereda de los Estudiantes,Las Dehesillas-Vereda de los Estudiantes,
116,16,88233371,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/bd/9f/758932906.jpg,duquesa,4,1,221735.0,flat,sale,90.0,False,2,2,barrio Buena Vista,Madrid,Madrid,es,40.3723828,-3.7508785,False,https://www.idealista.com/inmueble/88233371/,6367,False,,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2464.0,{'typology': 'flat'},"{'subtitle': 'Buena Vista, Madrid', 'title': 'Piso'}",False,False,False,Carabanchel,Buena Vista,
117,17,87429237,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/8c/93/720792282.jpg,PAV003012,28,,227100.0,chalet,sale,332.0,False,4,3,Calypo,Madrid,Navalcarnero,es,40.2554452,-4.0522043,False,https://www.idealista.com/inmueble/87429237/,34586,False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",684.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Calypo, Navalcarnero', 'title': 'Casa independiente'}",False,False,False,Calypo,,
118,18,82090049,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c9/6e/3a/591149294.jpg,6984018,36,3,120000.0,flat,sale,101.0,True,4,2,"pintor salvador dalí, 18",Madrid,Mejorada del Campo,es,40.3935164,-3.4827331,True,https://www.idealista.com/inmueble/82090049/,18847,False,renew,False,False,,1188.0,{'typology': 'flat'},"{'subtitle': 'Mejorada del Campo', 'title': 'Piso en pintor salvador dalí, 18'}",False,False,False,,,
119,19,85883546,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6a/15/42/677869723.jpg,SG1056,25,,151895.0,chalet,sale,387.0,False,3,4,La Estación,Segovia,El Espinar,es,40.7388633,-4.1841744,False,https://www.idealista.com/inmueble/85883546/,54154,False,,False,,,392.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'La Estación, El Espinar', 'title': 'Chalet adosado'}",False,False,False,La Estación,,
120,20,85269317,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6c/42/05/658223276.jpg,100422K,9,bj,55000.0,chalet,sale,90.0,False,4,2,"Calle del Herencio, 11",Guadalajara,Horche,es,40.5641455,-3.0624167,True,https://www.idealista.com/inmueble/85269317/,56615,False,renew,False,,,611.0,{'typology': 'chalet'},"{'subtitle': 'Horche', 'title': 'Chalet en Calle del Herencio, 11'}",False,False,False,,,
121,21,86349681,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3f/07/5d/690672819.jpg,203-6984018,10,3,120000.0,flat,sale,101.0,False,4,1,Calle de Salvador Dalí,Madrid,Mejorada del Campo,es,40.3921164,-3.4836331,False,https://www.idealista.com/inmueble/86349681/,18794,False,good,False,False,,1188.0,{'typology': 'flat'},"{'subtitle': 'Mejorada del Campo', 'title': 'Piso en Calle de Salvador Dalí'}",False,False,False,,,
122,22,84502857,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/2b/e1/640667242.jpg,002496,20,,151895.0,chalet,sale,184.0,False,3,3,"Calle Peñalver, 1 -4",Segovia,El Espinar,es,40.7399234,-4.1837451,True,https://www.idealista.com/inmueble/84502857/,54204,False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",826.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}","{'subtitle': 'La Estación, El Espinar', 'title': 'Chalet pareado en Calle Peñalver, 1 -4'}",False,False,False,La Estación,,
123,23,86409829,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/39/ce/13/692427616.jpg,SG1080,13,1,85000.0,flat,sale,119.0,True,3,2,Calle Maestros,Segovia,El Espinar,es,40.7225015,-4.2473074,False,https://www.idealista.com/inmueble/86409829/,57163,False,,False,True,,714.0,{'typology': 'flat'},"{'subtitle': 'El Espinar, El Espinar', 'title': 'Piso en Calle Maestros'}",False,False,False,El Espinar,,
124,24,82416079,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/81/0b/597663841.jpg,52887599,17,,63270.0,flat,sale,131.0,False,2,1,Las Ventas de Retamosa,Toledo,Las Ventas de Retamosa,es,40.1547107,-4.1147257,False,https://www.idealista.com/inmueble/82416079/,45460,False,,False,,,483.0,{'typology': 'flat'},"{'subtitle': 'Las Ventas de Retamosa', 'title': 'Piso'}",False,False,False,,,
125,25,85247047,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8a/38/ba/657902263.jpg,ALI0000038409,22,,66200.0,flat,sale,80.0,False,1,1,Pioz,Guadalajara,Pioz,es,40.4626007,-3.178707,False,https://www.idealista.com/obra-nueva/85247047/,44681,False,newdevelopment,True,True,,828.0,{'typology': 'flat'},"{'subtitle': 'Pioz', 'title': 'Piso'}",False,False,False,,,False
126,26,38468508,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/21/3f/699097015.jpg,60487067,15,,134470.0,chalet,sale,256.0,False,3,2,"Calle Vistanorte, 68 A",Ávila,Las Navas del Marqués,es,40.5951353,-4.3301174,True,https://www.idealista.com/inmueble/38468508/,56588,False,,False,,,525.0,{'typology': 'chalet'},"{'subtitle': 'Las Navas del Marqués', 'title': 'Chalet en Calle Vistanorte, 68 A'}",False,False,False,,,
127,27,38152453,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/59/e3/81/684614466.jpg,60466909,20,,151895.0,chalet,sale,387.0,False,3,3,"Calle Chatún, 27 -1",Segovia,El Espinar,es,40.7398781,-4.1824102,True,https://www.idealista.com/inmueble/38152453/,54117,False,,False,,,392.0,{'typology': 'chalet'},"{'subtitle': 'La Estación, El Espinar', 'title': 'Chalet en Calle Chatún, 27 -1'}",False,False,False,La Estación,,
128,28,82784269,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/58/d3/58/755606743.jpg,MR-0731-060359367,5,4,160000.0,flat,sale,107.0,False,3,1,Calle Postigo,Madrid,Alcalá de Henares,es,40.4781445,-3.3736397,False,https://www.idealista.com/inmueble/82784269/,28714,False,,False,False,,1495.0,{'typology': 'flat'},"{'subtitle': 'Casco Histórico, Alcalá de Henares', 'title': 'Piso en Calle Postigo'}",False,False,False,Casco Histórico,,
129,29,81185222,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/96/10/d4/739513132.jpg,60486310,7,1,85000.0,flat,sale,108.0,True,3,2,"Calle Maestros, 18",Segovia,El Espinar,es,40.7207015,-4.2461074,True,https://www.idealista.com/inmueble/81185222/,56963,False,renew,False,True,,787.0,{'typology': 'flat'},"{'subtitle': 'El Espinar, El Espinar', 'title': 'Piso en Calle Maestros, 18'}",False,False,False,El Espinar,,
130,30,88770656,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/47/f2/3a/754955667.jpg,60586635,3,bj,97500.0,flat,sale,130.0,False,3,2,"Calle de la Sierra, 8",Madrid,Carabaña,es,40.2574404,-3.2385249,True,https://www.idealista.com/inmueble/88770656/,43184,False,,False,,,750.0,{'typology': 'flat'},"{'subtitle': 'Carabaña', 'title': 'Piso en Calle de la Sierra, 8'}",False,False,False,,,
131,31,82474216,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/75/4b/2c/598520617.jpg,219-52887599,17,bj,63270.0,flat,sale,131.0,False,2,1,Calle Teniente Dimitri,Toledo,Las Ventas de Retamosa,es,40.1545074,-4.1156635,False,https://www.idealista.com/inmueble/82474216/,45535,False,good,False,False,,483.0,{'typology': 'flat'},"{'subtitle': 'Las Ventas de Retamosa', 'title': 'Piso en Calle Teniente Dimitri'}",False,False,False,,,
132,32,86265102,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/81/22/86/697290730.jpg,343-60466909,20,,151895.0,chalet,sale,387.0,False,3,1,Avenida de Bélgica,Segovia,El Espinar,es,40.7701897,-4.222556,False,https://www.idealista.com/inmueble/86265102/,58883,False,good,False,,,392.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Los Ángeles de San Rafael, El Espinar', 'title': 'Casa independiente en Avenida de Bélgica'}",False,False,False,Los Ángeles de San Rafael,,
133,33,86157955,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/34/c2/84/685190642.jpg,343-60487067,15,,134470.0,chalet,sale,256.0,False,3,1,Calle Vistanorte,Ávila,Las Navas del Marqués,es,40.5962816,-4.3308418,False,https://www.idealista.com/inmueble/86157955/,56690,False,good,False,,,525.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Las Navas del Marqués', 'title': 'Casa independiente en Calle Vistanorte'}",False,False,False,,,
134,34,87039527,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5c/e4/c6/709446042.jpg,008122,13,1,85000.0,duplex,sale,77.0,True,1,2,El Molar,Madrid,El Molar,es,40.7311172,-3.5814543,False,https://www.idealista.com/inmueble/87039527/,36441,False,good,False,False,,1104.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'El Molar', 'title': 'Dúplex'}",False,False,False,,,
135,35,84657452,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ee/41/c6/648115136.jpg,219-ALI0000038409,9,1,66200.0,flat,sale,80.0,False,1,1,Calle de las Eras,Guadalajara,Pioz,es,40.4639042,-3.17867,False,https://www.idealista.com/inmueble/84657452/,44701,False,good,False,False,,828.0,{'typology': 'flat'},"{'subtitle': 'Pioz', 'title': 'Piso en Calle de las Eras'}",False,False,False,,,
136,36,86157826,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bb/c3/86/685189587.jpg,343-60486310,2,,85000.0,flat,sale,108.0,False,3,1,Calle Maestros,Segovia,El Espinar,es,40.7224015,-4.2444074,False,https://www.idealista.com/inmueble/86157826/,56960,False,good,False,True,,787.0,{'typology': 'flat'},"{'subtitle': 'El Espinar, El Espinar', 'title': 'Piso en Calle Maestros'}",False,False,False,El Espinar,,
137,37,88586989,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/57/ac/4a/762668489.jpg,9585AL-AMV,42,,2280000.0,chalet,sale,1300.0,False,8,7,Calle de las Liebres,Madrid,La Moraleja,es,40.5114395,-3.61578,False,https://www.idealista.com/inmueble/88586989/,12873,False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1754.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'La Moraleja, La Moraleja', 'title': 'Casa independiente en Calle de las Liebres'}",False,False,False,La Moraleja,,
138,38,88991480,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/12/01/8b/760494936.jpg,C-3550,33,,104000.0,chalet,sale,273.0,False,4,3,Palomeque,Toledo,Palomeque,es,40.132582,-3.9881346,False,https://www.idealista.com/inmueble/88991480/,39775,False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",381.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Palomeque', 'title': 'Casa independiente'}",False,False,False,,,
139,39,84944477,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/08/77/cb/707544830.jpg,1860038409,8,1,66200.0,flat,sale,90.0,True,3,2,Calle de las Eras,Guadalajara,Pioz,es,40.4613042,-3.17637,False,https://www.idealista.com/inmueble/84944477/,44862,True,good,False,True,,736.0,{'typology': 'flat'},"{'subtitle': 'Pioz', 'title': 'Piso en Calle de las Eras'}",True,False,False,,,
140,40,81475714,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/84/97/fa/585851693.jpg,2054##01400000,20,,580000.0,chalet,sale,344.0,False,5,4,El Bosque,Madrid,Villaviciosa de Odón,es,40.3880548,-3.9330634,False,https://www.idealista.com/inmueble/81475714/,19717,False,,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1686.0,{'typology': 'chalet'},"{'subtitle': 'El Bosque, Villaviciosa de Odón', 'title': 'Chalet'}",False,False,False,El Bosque,,
141,41,87540941,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/b4/0d/739109157.jpg,75000029750,9,,142400.0,flat,sale,117.0,False,3,2,Calle Alicante,Guadalajara,Guadalajara,es,40.6351442,-3.1513277,False,https://www.idealista.com/inmueble/87540941/,52591,False,,False,False,,1217.0,{'typology': 'flat'},"{'subtitle': 'Los Valles-San Vazquez-El Fuerte, Guadalajara', 'title': 'Piso en Calle Alicante'}",False,False,False,Los Valles-San Vazquez-El Fuerte,,
142,42,82240640,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a4/97/a9/682850383.jpg,102 6946722,1,bj,81896.0,flat,sale,54.0,True,1,2,"Calle María del Carmen, Madrid",Madrid,Madrid,es,40.4077562,-3.729906,False,https://www.idealista.com/inmueble/82240640/,2466,False,renew,False,False,,1517.0,{'typology': 'flat'},"{'subtitle': 'Puerta del Ángel, Madrid', 'title': 'Piso en Calle María del Carmen, Madrid'}",False,False,False,Latina,Puerta del Ángel,
143,43,85533527,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3a/66/9b/665136520.jpg,6966379,23,3,73140.0,penthouse,sale,85.0,True,2,1,"corredera baja, 20",Madrid,San Martín de Valdeiglesias,es,40.3615428,-4.3997441,True,https://www.idealista.com/inmueble/85533527/,59303,False,good,False,False,,860.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'San Martín de Valdeiglesias', 'title': 'Ático en corredera baja, 20'}",False,False,False,,,
144,44,88112686,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c6/99/81/756538867.jpg,5000-060510711,33,1,109500.0,flat,sale,138.0,False,3,2,Calle Ajedrea,Guadalajara,Yebes,es,40.5926075,-3.1084561,False,https://www.idealista.com/inmueble/88112686/,53955,False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",793.0,{'typology': 'flat'},"{'subtitle': 'Yebes', 'title': 'Piso en Calle Ajedrea'}",False,False,False,,,
145,45,88774609,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a7/bc/53/755052134.jpg,Pere-borox1,61,1,30000.0,flat,sale,50.0,True,1,1,"Calle Cerro Alto, 23",Toledo,Borox,es,40.0722193,-3.74339,True,https://www.idealista.com/inmueble/88774609/,38453,False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",600.0,{'typology': 'flat'},"{'subtitle': 'Borox', 'title': 'Piso en Calle Cerro Alto, 23'}",False,False,False,,,
146,46,85924191,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/ef/5b/678850778.jpg,BU-P-007,33,3,55300.0,penthouse,sale,78.0,True,3,1,Calle del Agua,Toledo,Bargas,es,39.9428009,-4.0186848,False,https://www.idealista.com/inmueble/85924191/,59114,False,good,False,True,,709.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Bargas', 'title': 'Ático en Calle del Agua'}",False,False,False,,,
147,47,88783514,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/59/31/0d/755278872.jpg,7297373,5,bj,139900.0,studio,sale,108.0,False,0,2,Carretera de Fuencarral,Madrid,Alcobendas,es,40.5296087,-3.6497995,False,https://www.idealista.com/inmueble/88783514/,13343,False,,False,False,,1295.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Valdelacasa, Alcobendas', 'title': 'Estudio en Carretera de Fuencarral'}",False,False,False,Valdelacasa,,
148,48,88388532,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/09/ae/37/745581794.jpg,F-7297373,5,bj,139900.0,flat,sale,108.0,False,3,2,Carretera de Fuencarral,Madrid,Alcobendas,es,40.5275078,-3.6507345,False,https://www.idealista.com/inmueble/88388532/,13096,False,good,False,False,,1295.0,{'typology': 'flat'},"{'subtitle': 'Valdelacasa, Alcobendas', 'title': 'Piso en Carretera de Fuencarral'}",False,False,False,Valdelacasa,,
149,49,38037522,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bd/25/92/707875249.jpg,60510711,25,1,109500.0,flat,sale,117.0,False,4,2,"Travesía Acebo, 3",Guadalajara,Yebes,es,40.5923273,-3.1084921,True,https://www.idealista.com/inmueble/38037522/,53941,False,good,False,True,,936.0,{'typology': 'flat'},"{'subtitle': 'Yebes', 'title': 'Piso en Travesía Acebo, 3'}",False,False,False,,,
150,0,87702327,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4b/53/e8/728874445.jpg,6943772,5,,91099.0,flat,sale,129.0,False,3,2,"Calle la Villa, 12",Toledo,Casarrubios del Monte,es,40.1864306,-4.0352609,True,https://www.idealista.com/inmueble/87702327/,38055,False,,False,False,,706.0,{'typology': 'flat'},"{'subtitle': 'Casarrubios del Monte', 'title': 'Piso en Calle la Villa, 12'}",False,False,False,,,
151,1,84993204,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2e/5b/50/667902087.jpg,6974207,4,1,69024.0,flat,sale,78.0,False,2,2,"Calle Ugena, 67",Toledo,Yuncos,es,40.0896338,-3.8761067,True,https://www.idealista.com/inmueble/84993204/,39213,False,good,False,False,,885.0,{'typology': 'flat'},"{'subtitle': 'Yuncos', 'title': 'Piso en Calle Ugena, 67'}",False,False,False,,,
152,2,82304101,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/48/22/647682939.jpg,203-6946722,2,bj,81896.0,flat,sale,54.0,False,1,1,Calle María del Carmen,Madrid,Madrid,es,40.4077562,-3.731906,False,https://www.idealista.com/inmueble/82304101/,2621,False,good,False,False,,1517.0,{'typology': 'flat'},"{'subtitle': 'Puerta del Ángel, Madrid', 'title': 'Piso en Calle María del Carmen'}",False,False,False,Latina,Puerta del Ángel,
153,3,35898882,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/79/37/fc/684609744.jpg,60467827,11,,221000.0,chalet,sale,373.0,False,4,3,"Calle San Pablo, 25",Madrid,Miraflores de la Sierra,es,40.8164562,-3.7594672,True,https://www.idealista.com/inmueble/35898882/,44701,False,renew,False,,,592.0,{'typology': 'chalet'},"{'subtitle': 'Miraflores de la Sierra', 'title': 'Chalet en Calle San Pablo, 25'}",False,False,False,,,
154,4,86473986,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/50/c2/c7/694551406.jpg,60579253,6,2,30000.0,flat,sale,41.0,False,1,1,"Avenida de América, 12 -18",Toledo,Magán,es,39.9584144,-3.9312398,True,https://www.idealista.com/inmueble/86473986/,54512,False,renew,False,False,,732.0,{'typology': 'flat'},"{'subtitle': 'Magán', 'title': 'Piso en Avenida de América, 12 -18'}",False,False,False,,,
155,5,31775792,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/95/59/c9/684301077.jpg,60492456,4,,114376.0,chalet,sale,225.0,False,3,3,"Calle de las Retamas, 54 -42",Guadalajara,Valdeaveruelo,es,40.644329,-3.2983399,True,https://www.idealista.com/inmueble/31775792/,42562,False,renew,False,,,508.0,{'typology': 'chalet'},"{'subtitle': 'Valdeaveruelo', 'title': 'Chalet en Calle de las Retamas, 54 -42'}",False,False,False,,,
156,6,86159641,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a3/b1/fe/685203061.jpg,343-60505461,15,,24650.0,flat,sale,71.0,False,1,1,Calle Agustina de Aragón,Toledo,Fuensalida,es,40.0567387,-4.2061166,False,https://www.idealista.com/inmueble/86159641/,58512,False,good,False,True,,347.0,{'typology': 'flat'},"{'subtitle': 'Fuensalida', 'title': 'Piso en Calle Agustina de Aragón'}",False,False,False,,,
157,7,88233892,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e5/93/c5/741987188.jpg,,1,bj,85000.0,studio,sale,190.0,True,0,2,PORTAZGO,Madrid,Madrid,es,40.3910044,-3.658662,False,https://www.idealista.com/inmueble/88233892/,4734,False,renew,False,False,,447.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Palomeras Bajas, Madrid', 'title': 'Estudio en PORTAZGO'}",False,False,False,Puente de Vallecas,Palomeras Bajas,
158,8,86160060,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b3/91/76/685205592.jpg,343-60510711,12,1,109500.0,flat,sale,117.0,False,4,1,Travesía Acebo,Guadalajara,Yebes,es,40.5921742,-3.1095285,False,https://www.idealista.com/inmueble/86160060/,53853,False,good,False,True,,936.0,{'typology': 'flat'},"{'subtitle': 'Yebes', 'title': 'Piso en Travesía Acebo'}",False,False,False,,,
159,9,38614552,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d3/8b/b4/684610065.jpg,60473928,1,,31450.0,chalet,sale,67.0,False,4,2,"Paseo la Estación, 57",Guadalajara,Yunquera de Henares,es,40.7482884,-3.1636327,True,https://www.idealista.com/inmueble/38614552/,58615,False,good,False,,,469.0,{'typology': 'chalet'},"{'subtitle': 'Yunquera de Henares', 'title': 'Chalet en Paseo la Estación, 57'}",False,False,False,,,
160,10,84297324,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a3/6d/bd/636008106.jpg,C-4281,14,,58000.0,chalet,sale,273.0,False,7,3,Yunclillos,Toledo,Yunclillos,es,40.02219,-3.98965,False,https://www.idealista.com/inmueble/84297324/,50154,False,renew,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",212.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Yunclillos', 'title': 'Casa independiente'}",False,False,False,,,
161,11,82993487,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/75/7b/e7/647685963.jpg,203-6966379,9,,73140.0,flat,sale,85.0,False,2,1,Calle de la Corredera Baja,Madrid,San Martín de Valdeiglesias,es,40.3628428,-4.3987441,False,https://www.idealista.com/inmueble/82993487/,59203,False,good,False,False,,860.0,{'typology': 'flat'},"{'subtitle': 'San Martín de Valdeiglesias', 'title': 'Piso en Calle de la Corredera Baja'}",False,False,False,,,
162,12,88376227,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d2/fb/8e/745286596.jpg,203-7297373,6,,139900.0,flat,sale,108.0,False,1,1,Carretera de Fuencarral,Madrid,Alcobendas,es,40.5281087,-3.6498995,False,https://www.idealista.com/inmueble/88376227/,13183,False,good,False,False,,1295.0,{'typology': 'flat'},"{'subtitle': 'Valdelacasa, Alcobendas', 'title': 'Piso en Carretera de Fuencarral'}",False,False,False,Valdelacasa,,
163,13,84994440,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8c/4c/ed/651555679.jpg,203-6974207,4,1,69024.0,flat,sale,78.0,False,2,2,Calle Ugena,Toledo,Yuncos,es,40.0906338,-3.8743067,False,https://www.idealista.com/inmueble/84994440/,39053,False,good,False,False,,885.0,{'typology': 'flat'},"{'subtitle': 'Yuncos', 'title': 'Piso en Calle Ugena'}",False,False,False,,,
164,14,86158652,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fc/67/05/685195438.jpg,343-60492456,4,,114376.0,chalet,sale,225.0,False,3,1,Calle de las Retamas,Guadalajara,Valdeaveruelo,es,40.643429,-3.2970399,False,https://www.idealista.com/inmueble/86158652/,42591,False,good,False,,,508.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Valdeaveruelo', 'title': 'Casa independiente en Calle de las Retamas'}",False,False,False,,,
165,15,86158586,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/fd/68/685195444.jpg,343-60492466,4,,114376.0,chalet,sale,225.0,False,3,1,Calle de las Retamas,Guadalajara,Valdeaveruelo,es,40.64252,-3.3001277,False,https://www.idealista.com/inmueble/86158586/,42321,False,good,False,,,508.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Valdeaveruelo', 'title': 'Casa independiente en Calle de las Retamas'}",False,False,False,,,
166,16,81726587,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/79/f9/d0/647682621.jpg,203-6943772,5,bj,91099.0,duplex,sale,129.0,False,3,2,Calle la Villa,Toledo,Casarrubios del Monte,es,40.1858306,-4.0365609,False,https://www.idealista.com/inmueble/81726587/,38181,False,good,False,False,,706.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Casarrubios del Monte', 'title': 'Dúplex en Calle la Villa'}",False,False,False,,,
