,index,propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,hasVideo,status,newDevelopment,hasLift,parkingSpace,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,district,neighborhood,newDevelopmentFinished
0,0,40212712,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/22/08/647677575.jpg,203-6879073,8,bj,8700.0,flat,sale,92.0,False,1,1,Calle Huerta Abajo,Toledo,Camarena,es,40.0900034,-4.1156673,False,https://www.idealista.com/inmueble/40212712/,50441,False,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",95.0,{'typology': 'flat'},"{'subtitle': 'Camarena', 'title': 'Piso en Calle Huerta Abajo'}",False,False,False,,,
1,1,84842459,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/33/50/762116923.jpg,203-6875031,8,2,41600.0,flat,sale,90.0,False,3,2,Calle Caminillo,Toledo,Magán,es,39.9632616,-3.9316767,False,https://www.idealista.com/inmueble/84842459/,54022,False,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",462.0,{'typology': 'flat'},"{'subtitle': 'Magán', 'title': 'Piso en Calle Caminillo'}",False,False,False,,,
2,2,84335570,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e3/ff/09/647677719.jpg,203-6879264,5,bj,12800.0,flat,sale,116.0,False,2,2,Travesía Huerta Abajo,Toledo,Camarena,es,40.0903606,-4.1176983,False,https://www.idealista.com/inmueble/84335570/,50532,False,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",110.0,{'typology': 'flat'},"{'subtitle': 'Camarena', 'title': 'Piso en Travesía Huerta Abajo'}",False,False,False,,,
3,3,87702312,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/10/5b/45/728874351.jpg,5939450,3,,70468.0,chalet,sale,88.0,False,4,1,"Calle de San Juan, 34",Madrid,Carabaña,es,40.2565044,-3.2388821,True,https://www.idealista.com/inmueble/87702312/,43200,False,,False,,,801.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Carabaña', 'title': 'Chalet adosado en Calle de San Juan, 34'}",False,False,False,,,
4,4,38625261,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3a/36/a6/647599563.jpg,203-5939450,3,,70468.0,chalet,sale,34.0,False,4,1,Calle de san juan,Madrid,Carabaña,es,40.2549044,-3.2370821,False,https://www.idealista.com/inmueble/38625261/,43413,False,good,False,,,2073.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Carabaña', 'title': 'Casa independiente en Calle de san juan'}",False,False,False,,,
5,5,86158463,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2d/4c/0e/685194236.jpg,343-60490851,12,,52020.0,flat,sale,68.0,False,1,1,Calle Constitución,Madrid,Valdilecha,es,40.2916746,-3.3007479,False,https://www.idealista.com/inmueble/86158463/,36829,False,good,False,False,,765.0,{'typology': 'flat'},"{'subtitle': 'Valdilecha', 'title': 'Piso en Calle Constitución'}",False,False,False,,,
6,6,86176752,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1b/a1/77/685601602.jpg,343-60484236,4,,111490.0,chalet,sale,284.0,False,3,1,Plaza Gutierre de Cárdenas,Toledo,Ocaña,es,39.9579359,-3.4992758,False,https://www.idealista.com/inmueble/86176752/,53871,False,good,False,,,393.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Centro, Ocaña', 'title': 'Casa independiente en Plaza Gutierre de Cárdenas'}",True,False,False,Centro,,
7,7,82979256,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d4/ab/9c/714516512.jpg,60484236,14,,111490.0,chalet,sale,284.0,False,3,2,"Plaza Gutierre de Cárdenas, 3",Toledo,Ocaña,es,39.9598359,-3.4980758,True,https://www.idealista.com/inmueble/82979256/,53704,False,good,False,,,393.0,{'typology': 'chalet'},"{'subtitle': 'Centro, Ocaña', 'title': 'Chalet en Plaza Gutierre de Cárdenas, 3'}",False,False,False,Centro,,
8,8,86159560,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d4/34/03/685202511.jpg,343-60504473,12,,59500.0,duplex,sale,113.0,False,1,1,Calle Constitución,Madrid,Valdilecha,es,40.2902746,-3.3003479,False,https://www.idealista.com/inmueble/86159560/,36920,False,good,False,False,,527.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Valdilecha', 'title': 'Dúplex en Calle Constitución'}",False,False,False,,,
9,9,88721621,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/69/fd/755677892.jpg,54775,40,bj,100000.0,flat,sale,70.0,True,2,2,Calle Antonio Ulloa,Madrid,Madrid,es,40.4106417,-3.7322764,False,https://www.idealista.com/inmueble/88721621/,2547,False,renew,False,True,,1429.0,{'typology': 'flat'},"{'subtitle': 'Puerta del Ángel, Madrid', 'title': 'Piso en Calle Antonio Ulloa'}",False,False,False,Latina,Puerta del Ángel,
10,10,85980180,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/01/65/b6/680107526.jpg,001985,158,bj,5000000.0,chalet,sale,2700.0,False,14,5,Calle Diecinueve,Madrid,El Escorial,es,40.5937724,-4.0554918,False,https://www.idealista.com/inmueble/85980180/,35699,False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1852.0,{'typology': 'chalet'},"{'subtitle': 'Navalquejigo - Los Arroyos, El Escorial', 'title': 'Chalet en Calle Diecinueve'}",False,False,False,Navalquejigo - Los Arroyos,,
11,11,31696455,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a9/0e/7c/684608602.jpg,60470253,1,,15895.0,flat,sale,77.0,False,3,2,"Calle Juan Fernández Yagüe, 52",Ávila,Las Navas del Marqués,es,40.6039377,-4.3295099,True,https://www.idealista.com/inmueble/31696455/,56887,False,,False,False,,206.0,{'typology': 'flat'},"{'subtitle': 'Las Navas del Marqués', 'title': 'Piso en Calle Juan Fernández Yagüe, 52'}",False,False,False,,,
12,12,86176430,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/75/66/60/685596238.jpg,343-60470253,1,,15895.0,flat,sale,77.0,False,1,1,Calle Juan Fernández Yagüe,Ávila,Las Navas del Marqués,es,40.6059377,-4.3297099,False,https://www.idealista.com/inmueble/86176430/,56984,False,good,False,False,,206.0,{'typology': 'flat'},"{'subtitle': 'Las Navas del Marqués', 'title': 'Piso en Calle Juan Fernández Yagüe'}",False,False,False,,,
13,13,85499021,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fa/34/b9/664104034.jpg,117750K,6,bj,67000.0,chalet,sale,109.0,False,3,3,"Calle Pontevedra, 256",Madrid,Villa del Prado,es,40.2667942,-4.3458624,True,https://www.idealista.com/inmueble/85499021/,56953,False,good,False,,,615.0,{'typology': 'chalet'},"{'subtitle': 'Villa del Prado', 'title': 'Chalet en Calle Pontevedra, 256'}",False,False,False,,,
14,14,85536571,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/05/45/31/697288577.jpg,210-117750K,6,,67000.0,chalet,sale,109.0,False,3,1,Calle Pontevedra,Madrid,Villa del Prado,es,40.2660942,-4.3447624,False,https://www.idealista.com/inmueble/85536571/,56887,False,good,False,,,615.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Villa del Prado', 'title': 'Casa independiente en Calle Pontevedra'}",False,False,False,,,
15,15,86970883,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/36/b4/c7/707412846.jpg,,11,1,81000.0,duplex,sale,78.0,True,2,1,"remolino, 27",Madrid,El Molar,es,40.7323763,-3.5811308,True,https://www.idealista.com/inmueble/86970883/,36583,False,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1038.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'El Molar', 'title': 'Dúplex en remolino, 27'}",False,False,False,,,
16,16,84827363,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/80/d8/d5/684292973.jpg,60492567,3,1,22801.0,flat,sale,81.0,True,1,1,"Calle Silvano Cirujano, 2",Toledo,Magán,es,39.9615934,-3.9293113,True,https://www.idealista.com/inmueble/84827363/,54123,False,good,False,True,,281.0,{'typology': 'flat'},"{'subtitle': 'Magán', 'title': 'Piso en Calle Silvano Cirujano, 2'}",False,False,False,,,
17,17,37425196,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/b3/d5/684594196.jpg,60488136,1,,36890.0,chalet,sale,95.0,False,2,1,"Calle la Fragua, 20",Madrid,Valdemaqueda,es,40.5126083,-4.3000991,True,https://www.idealista.com/inmueble/37425196/,51603,False,renew,False,,,388.0,{'typology': 'chalet'},"{'subtitle': 'Valdemaqueda', 'title': 'Chalet en Calle la Fragua, 20'}",False,False,False,,,
18,18,39561770,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/24/d3/ee/684566501.jpg,60471021,2,,31400.0,chalet,sale,50.0,False,3,1,"Plaza la Plazuela, 16",Madrid,Villalbilla,es,40.4333122,-3.3015837,True,https://www.idealista.com/inmueble/39561770/,34048,False,,False,,,628.0,{'typology': 'chalet'},"{'subtitle': 'Villalbilla', 'title': 'Chalet en Plaza la Plazuela, 16'}",False,False,False,,,
19,19,81135088,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/62/f5/03/647598330.jpg,203-5937080,5,bj,50430.0,flat,sale,55.0,False,2,1,Calle San José,Madrid,Ciempozuelos,es,40.1550799,-3.61802,False,https://www.idealista.com/inmueble/81135088/,29974,False,good,False,False,,917.0,{'typology': 'flat'},"{'subtitle': 'Cuevas - Ilustración, Ciempozuelos', 'title': 'Piso en Calle San José'}",False,False,False,Cuevas - Ilustración,,
20,20,86158670,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/f3/1a/685195474.jpg,343-60492567,3,1,22801.0,flat,sale,81.0,False,1,1,Calle Silvano Cirujano,Toledo,Magán,es,39.9610114,-3.9308156,False,https://www.idealista.com/inmueble/86158670/,54229,False,good,False,True,,281.0,{'typology': 'flat'},"{'subtitle': 'Magán', 'title': 'Piso en Calle Silvano Cirujano'}",False,False,False,,,
21,21,86156065,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/d0/00/685173549.jpg,343-60471021,2,,31400.0,chalet,sale,50.0,False,3,1,Plaza la Plazuela,Madrid,Villalbilla,es,40.4336122,-3.3006837,False,https://www.idealista.com/inmueble/86156065/,34126,False,good,False,,,628.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Villalbilla', 'title': 'Casa independiente en Plaza la Plazuela'}",False,False,False,,,
22,22,86176851,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4e/be/07/685603701.jpg,343-60488136,1,,36890.0,chalet,sale,95.0,False,2,1,Calle la Fragua,Madrid,Valdemaqueda,es,40.5144083,-4.3019991,False,https://www.idealista.com/inmueble/86176851/,51801,False,good,False,,,388.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Valdemaqueda', 'title': 'Casa independiente en Calle la Fragua'}",False,False,False,,,
23,23,87218616,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/25/34/be/714953183.jpg,1414,13,1,82556.0,flat,sale,52.0,True,1,1,Guardia Civil - Zona Industrial,Madrid,Valdemoro,es,40.1929307,-3.6812116,False,https://www.idealista.com/inmueble/87218616/,24950,False,renew,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1588.0,{'typology': 'flat'},"{'subtitle': 'Guardia Civil - Zona Industrial, Valdemoro', 'title': 'Piso'}",False,False,False,Guardia Civil - Zona Industrial,,
24,24,86555792,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/27/f8/69/744722160.jpg,60467233,9,,82556.0,studio,sale,52.0,True,0,1,"Plaza Hermano Ramón Quiroga, 2 -11",Madrid,Valdemoro,es,40.1934003,-3.6794363,True,https://www.idealista.com/obra-nueva/86555792/,24910,False,newdevelopment,True,True,,1588.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Guardia Civil - Zona Industrial, Valdemoro', 'title': 'Estudio en Plaza Hermano Ramón Quiroga, 2 -11'}",False,False,False,Guardia Civil - Zona Industrial,,False
25,25,86176386,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e5/5e/8a/685596095.jpg,343-60467233,2,,82556.0,studio,sale,52.0,False,0,1,Plaza Hermano Ramón Quiroga,Madrid,Valdemoro,es,40.1943307,-3.6797116,False,https://www.idealista.com/inmueble/86176386/,24805,False,good,False,True,,1588.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Guardia Civil - Zona Industrial, Valdemoro', 'title': 'Estudio en Plaza Hermano Ramón Quiroga'}",False,False,False,Guardia Civil - Zona Industrial,,
26,26,40107781,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/53/06/8a/647677417.jpg,203-6878397,4,bj,44300.0,chalet,sale,178.0,False,3,3,Chozas de Canales,Toledo,Chozas de Canales,es,40.10084,-4.04026,False,https://www.idealista.com/inmueble/40107781/,45289,False,good,False,,,249.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Chozas de Canales', 'title': 'Chalet adosado'}",False,False,False,,,
27,27,84763674,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d5/6e/df/646206176.jpg,47089,19,,160200.0,chalet,sale,237.0,False,4,2,"Calle de la Era, 32",Madrid,Titulcia,es,40.13773,-3.56669,True,https://www.idealista.com/inmueble/84763674/,33111,False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",676.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Titulcia', 'title': 'Casa independiente en Calle de la Era, 32'}",False,False,False,,,
28,28,89077256,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9f/b3/fe/762665683.jpg,,12,2,120000.0,flat,sale,60.0,True,2,1,"Calle de Elfo, 130",Madrid,Madrid,es,40.4364497,-3.6441697,True,https://www.idealista.com/inmueble/89077256/,5461,False,good,False,False,,2000.0,{'typology': 'flat'},"{'subtitle': 'Quintana, Madrid', 'title': 'Piso en Calle de Elfo, 130'}",True,False,False,Ciudad Lineal,Quintana,
29,29,87099886,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1c/06/a4/716422344.jpg,10060531696,23,1,31280.0,flat,sale,81.0,False,3,2,"Calle América, 27",Toledo,Villaseca de la Sagra,es,39.9604717,-3.8797693,True,https://www.idealista.com/inmueble/87099886/,52897,False,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",386.0,{'typology': 'flat'},"{'subtitle': 'Villaseca de la Sagra', 'title': 'Piso en Calle América, 27'}",False,False,False,,,
30,30,84827569,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/10/ab/e9/684387078.jpg,60531696,2,1,31280.0,flat,sale,81.0,True,3,2,"Calle Alfonso X el Sabio, 27",Toledo,Villaseca de la Sagra,es,39.9602226,-3.879789,True,https://www.idealista.com/inmueble/84827569/,52924,False,good,False,False,,386.0,{'typology': 'flat'},"{'subtitle': 'Villaseca de la Sagra', 'title': 'Piso en Calle Alfonso X el Sabio, 27'}",False,False,False,,,
31,31,87256506,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/94/25/18/716041173.jpg,203-5966222,10,bj,181272.0,chalet,sale,410.0,False,3,2,Calle Sierra,Toledo,Cedillo del Condado,es,40.1113052,-3.9370283,False,https://www.idealista.com/inmueble/87256506/,39325,False,good,False,,,442.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Cedillo del Condado', 'title': 'Chalet adosado en Calle Sierra'}",False,False,False,,,
32,32,86161978,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5b/26/80/685220404.jpg,343-60531696,2,1,31280.0,flat,sale,81.0,False,3,1,Calle Alfonso X el Sabio,Toledo,Villaseca de la Sagra,es,39.9613226,-3.879089,False,https://www.idealista.com/inmueble/86161978/,52790,False,good,False,False,,386.0,{'typology': 'flat'},"{'subtitle': 'Villaseca de la Sagra', 'title': 'Piso en Calle Alfonso X el Sabio'}",False,False,False,,,
33,33,88457043,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/00/6f/9d/747250013.jpg,CA-000-086-719-310,33,,52500.0,chalet,sale,150.0,False,1,1,Calle de la Amistad,Guadalajara,Tortola de Henares,es,40.70746,-3.11719,False,https://www.idealista.com/obra-nueva/88457043/,59126,False,newdevelopment,True,,,350.0,{'typology': 'chalet'},"{'subtitle': 'Tortola de Henares', 'title': 'Chalet en Calle de la Amistad'}",True,False,False,,,False
34,34,81414609,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a7/bf/be/576466171.jpg,Mendez,12,,19900.0,chalet,sale,70.0,False,3,1,mendez nuñez,Toledo,Añover de Tajo,es,39.9866799,-3.7665259,False,https://www.idealista.com/inmueble/81414609/,48114,True,renew,False,,,284.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}","{'subtitle': 'Añover de Tajo', 'title': 'Chalet pareado en mendez nuñez'}",True,False,False,,,
35,35,87571119,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ef/5f/ea/725137730.jpg,pisocallemayordevillarocaña,16,3,44000.0,flat,sale,88.0,False,2,1,Calle Mayor de Villar,Toledo,Ocaña,es,39.9619585,-3.4946648,False,https://www.idealista.com/inmueble/87571119/,53576,False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",500.0,{'typology': 'flat'},"{'subtitle': 'Centro, Ocaña', 'title': 'Piso en Calle Mayor de Villar'}",True,False,False,Centro,,
36,36,84127123,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/38/d4/2f/647668554.jpg,203-6860230,5,1,26100.0,flat,sale,50.0,False,1,1,Calle Juan Caro,Toledo,Fuensalida,es,40.0541656,-4.2093257,False,https://www.idealista.com/inmueble/84127123/,58907,False,good,False,False,,522.0,{'typology': 'flat'},"{'subtitle': 'Fuensalida', 'title': 'Piso en Calle Juan Caro'}",False,False,False,,,
37,37,86555856,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9a/73/79/696633483.jpg,60466042,17,,49034.0,flat,sale,96.0,False,2,1,"Travesía Doña Jimena, 10",Toledo,Yuncler,es,40.0445971,-3.8988165,True,https://www.idealista.com/obra-nueva/86555856/,44580,False,newdevelopment,True,,,511.0,{'typology': 'flat'},"{'subtitle': 'Yuncler', 'title': 'Piso en Travesía Doña Jimena, 10'}",False,False,False,,,False
38,38,86155517,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/62/5b/50/685168964.jpg,343-60466042,17,,49034.0,flat,sale,96.0,False,2,1,Calle Doňa Jimena,Toledo,Yuncler,es,40.043767,-3.8999147,False,https://www.idealista.com/inmueble/86155517/,44700,False,good,False,False,,511.0,{'typology': 'flat'},"{'subtitle': 'Yuncler', 'title': 'Piso en Calle Doňa Jimena'}",False,False,False,,,
39,39,88457058,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/45/d9/2b/747249759.jpg,CA-000-086-719-325,33,,63000.0,chalet,sale,181.0,False,1,1,Calle de la Amistad,Guadalajara,Tortola de Henares,es,40.70636,-3.11749,False,https://www.idealista.com/obra-nueva/88457058/,59038,False,newdevelopment,True,,,348.0,{'typology': 'chalet'},"{'subtitle': 'Tortola de Henares', 'title': 'Chalet en Calle de la Amistad'}",True,False,False,,,False
40,40,87217216,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/06/43/4f/714909872.jpg,60576183,11,bj,85200.0,chalet,sale,152.0,False,4,4,"Calle Pablo Picasso, 6",Guadalajara,Pioz,es,40.4661199,-3.17753,True,https://www.idealista.com/inmueble/87217216/,44826,False,good,False,,,561.0,{'typology': 'chalet'},"{'subtitle': 'Pioz', 'title': 'Chalet en Calle Pablo Picasso, 6'}",False,False,False,,,
41,41,88302386,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e2/c1/f2/743600515.jpg,49080351,6,,38600.0,flat,sale,310.0,False,1,1,Armuña de Tajuña,Guadalajara,Armuña de Tajuña,es,40.5307352,-3.032915,False,https://www.idealista.com/inmueble/88302386/,58098,False,,False,,,125.0,{'typology': 'flat'},"{'subtitle': 'Armuña de Tajuña', 'title': 'Piso'}",False,False,False,,,
42,42,39845921,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c9/97/e6/267862352.jpg,219-49080351,4,,38600.0,chalet,sale,310.0,False,1,1,Calle mayor,Guadalajara,Armuña de Tajuña,es,40.5304112,-3.0297806,False,https://www.idealista.com/inmueble/39845921/,58349,False,good,False,,,125.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Armuña de Tajuña', 'title': 'Casa independiente en Calle mayor'}",False,False,False,,,
43,43,88079514,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6c/ee/cb/760655937.jpg,37885,20,2,159000.0,studio,sale,76.0,True,0,2,barrio Cuatro Vientos,Madrid,Madrid,es,40.3735887,-3.7720072,False,https://www.idealista.com/inmueble/88079514/,7541,False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2092.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Cuatro Vientos, Madrid', 'title': 'Estudio'}",False,False,False,Latina,Cuatro Vientos,
44,44,87540947,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/36/cd/0d/739109185.jpg,75000029751,8,,116200.0,flat,sale,117.0,False,3,2,Calle Alicante,Guadalajara,Guadalajara,es,40.6348442,-3.1536277,False,https://www.idealista.com/inmueble/87540947/,52403,False,,False,False,,993.0,{'typology': 'flat'},"{'subtitle': 'Los Valles-San Vazquez-El Fuerte, Guadalajara', 'title': 'Piso en Calle Alicante'}",False,False,False,Los Valles-San Vazquez-El Fuerte,,
45,45,87121786,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cf/b4/6a/712061988.jpg,EG4173,68,,199990.0,chalet,sale,159.0,False,4,1,Fuentenovilla,Guadalajara,Fuentenovilla,es,40.3628066,-3.0938708,False,https://www.idealista.com/inmueble/87121786/,51953,False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1258.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Fuentenovilla', 'title': 'Casa independiente'}",False,False,False,,,
46,46,84434127,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/49/4f/647604384.jpg,203-5948168,15,4,168458.0,flat,sale,83.0,False,2,1,Calle Marte,Madrid,Torrejón de Ardoz,es,40.4449486,-3.4733849,False,https://www.idealista.com/inmueble/84434127/,19706,False,good,False,True,,2030.0,{'typology': 'flat'},"{'subtitle': 'Suroeste, Torrejón de Ardoz', 'title': 'Piso en Calle Marte'}",False,False,False,Suroeste,,
47,47,82097004,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/0f/3a/684612117.jpg,60477286,1,1,55080.0,flat,sale,100.0,True,2,1,"Calle Bécquer, 11",Toledo,Fuensalida,es,40.0514264,-4.2021223,True,https://www.idealista.com/inmueble/82097004/,58674,False,,False,True,,551.0,{'typology': 'flat'},"{'subtitle': 'Fuensalida', 'title': 'Piso en Calle Bécquer, 11'}",False,False,False,,,
48,48,86156306,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/44/6d/80/685179338.jpg,343-60477286,1,1,55080.0,flat,sale,100.0,False,2,1,Calle Bécquer,Toledo,Fuensalida,es,40.0524264,-4.2040223,False,https://www.idealista.com/inmueble/86156306/,58714,False,good,False,True,,551.0,{'typology': 'flat'},"{'subtitle': 'Fuensalida', 'title': 'Piso en Calle Bécquer'}",False,False,False,,,
49,49,87469786,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/13/2e/722345616.jpg,A0919,49,,665000.0,chalet,sale,322.0,False,12,9,Avenida Madrid,Madrid,Miraflores de la Sierra,es,40.8088007,-3.7730331,False,https://www.idealista.com/inmueble/87469786/,43993,False,good,False,,,2065.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Miraflores de la Sierra', 'title': 'Casa independiente en Avenida Madrid'}",False,False,False,,,
50,0,83205983,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/65/94/647639266.jpg,203-6057268,4,bj,89475.0,flat,sale,69.0,False,3,2,Calle Amadeo I,Madrid,Madrid,es,40.4047292,-3.6589851,False,https://www.idealista.com/inmueble/83205983/,3976,False,good,False,False,,1297.0,{'typology': 'flat'},"{'subtitle': 'Numancia, Madrid', 'title': 'Piso en Calle Amadeo I'}",False,False,False,Puente de Vallecas,Numancia,
51,1,88181433,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/14/f5/67/740759673.jpg,203-5937083,2,,120348.0,chalet,sale,79.0,False,3,1,Calle Españoleto,Madrid,Parla,es,40.2432722,-3.7633213,False,https://www.idealista.com/inmueble/88181433/,19944,False,good,False,,,1523.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Pintores-Ferial, Parla', 'title': 'Casa independiente en Calle Españoleto'}",False,False,False,Pintores-Ferial,,
52,2,87186070,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b3/70/77/713967402.jpg,203-5952545,1,,132228.0,chalet,sale,132.0,False,3,1,Avenida Jerez,Madrid,Eurovillas,es,40.356624,-3.2537664,False,https://www.idealista.com/inmueble/87186070/,38649,False,good,False,,,1002.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Eurovillas', 'title': 'Casa independiente en Avenida Jerez'}",False,False,False,,,
53,3,87888524,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b8/bf/85/733475992.jpg,MJ190207-2,52,,4800000.0,chalet,sale,2300.0,False,7,8,barrio Prado Largo,Madrid,Pozuelo de Alarcón,es,40.4280705,-3.849668,False,https://www.idealista.com/inmueble/87888524/,12458,True,,False,,,2087.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Prado Largo, Pozuelo de Alarcón', 'title': 'Casa independiente'}",True,False,False,Urbanizaciones,Prado Largo,
54,4,88862207,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/79/12/3f/759140206.jpg,VMF10 - De la Marina,32,,250000.0,chalet,sale,154.0,False,4,2,Plaza de la Marina,Madrid,Colmenar Viejo,es,40.658961,-3.7705836,False,https://www.idealista.com/inmueble/88862207/,27531,False,good,False,,,1623.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Centro, Colmenar Viejo', 'title': 'Casa independiente en Plaza de la Marina'}",False,False,False,Centro,,
