,Title,Type,SJR,H index,Total Docs. (2018),Total Docs. (3years),Total Refs. (2018),Total Cites (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc. (2018),,,Title,Type,SJR,H index,Total Docs. (2018),Total Docs. (3years),Total Refs. (2018),Total Cites (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc. (2018),,,Title,Type,SJR,H index,Total Docs. (2018),Total Docs. (3years),Total Refs. (2018),Total Cites (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc. (2018),
263,Metode,journal,0.159 ,3,30,90,489,16,82,0.28,16.30,
264,"PANACM 2015 - 1st Pan-American Congress on Computational Mechanics, in conjunction with the 11th Argentine Congress on Computational Mechanics, MECOM 2015",conference and proceedings,0.158,4,0,148,0,13,146,0.00,0.00,
265,Prisma Social,journal,0.157 ,3,56,146,2462,32,145,0.25,43.96,
266,Nutricion Clinica y Dietetica Hospitalaria,journal,0.156 ,10,108,186,2381,52,181,0.26,22.05,
267,Vacunas,journal,0.156 ,7,19,42,531,9,34,0.26,27.95,
268,Anuario de Estudios Americanos,journal,0.155 ,4,24,75,1028,13,71,0.15,42.83,
269,Historia Contemporanea,journal,0.155 ,5,26,66,1442,8,63,0.12,55.46,
270,Iberoamerican Journal of Development Studies,journal,0.155 ,3,15,38,833,13,38,0.32,55.53,
271,International Journal of English Studies,journal,0.155 ,5,5,30,200,11,30,0.20,40.00,
272,Anuario de Psicologia,journal,0.154 ,13,14,58,592,13,57,0.24,42.29,
273,VIAL - Vigo International Journal of Applied Linguistics,journal,0.154 ,8,6,17,295,5,17,0.45,49.17,
274,Arbor,journal,0.153 ,12,13,207,568,49,185,0.25,43.69,
275,Araucaria,journal,0.152 ,3,58,125,1813,13,122,0.09,31.26,
276,Revista d'Estudis Autonomics i Federals,journal,0.152 ,4,0,37,0,10,37,0.17,0.00,
277,Cauriensia,journal,0.150 ,2,31,95,1209,11,93,0.13,39.00,
278,Enfermeria Nefrologica,journal,0.150 ,7,10,128,247,13,101,0.12,24.70,
279,Athenea Digital: Revista de Pensamiento e Investigacion Social,journal,0.149 ,7,29,162,1165,25,162,0.11,40.17,
280,Enfermeria Global,journal,0.149 ,5,61,232,1579,48,232,0.15,25.89,
281,Spanish Review of Financial Economics,journal,0.149 ,7,0,24,0,14,24,0.81,0.00,
282,Apunts. Educacion Fisica y Deportes,journal,0.147 ,5,43,140,1578,36,138,0.29,36.70,
283,Archivos de Medicina,journal,0.147 ,5,0,21,0,12,17,0.00,0.00,
284,Estudios de Linguistica Inglesa Aplicada (ELIA),journal,0.147 ,4,10,27,471,7,24,0.25,47.10,
285,Daimon,journal,0.146 ,3,39,207,1112,14,204,0.06,28.51,
286,Estudios de Fonetica Experimental,journal,0.145 ,4,6,27,186,8,27,0.22,31.00,
287,Psicooncologia,journal,0.145 ,8,30,92,885,23,84,0.18,29.50,
288,Revista de Economia Aplicada,journal,0.145 ,10,10,45,437,19,45,0.27,43.70,
289,Revista de Filologia Espanola,journal,0.145 ,6,9,38,388,10,38,0.24,43.11,
290,Geogaceta,journal,0.144 ,2,75,76,1044,14,76,0.18,13.92,
291,Revista General de Informacion y Documentacion,journal,0.144 ,4,31,80,1127,18,80,0.19,36.35,
292,"Revista Portuguesa de Estomatologia, Medicina Dentaria e Cirurgia Maxilofacial",journal,0.144 ,7,28,120,748,27,113,0.15,26.71,
293,"Proceedings of the ECCOMAS Thematic Conference on Multibody Dynamics 2015, Multibody Dynamics 2015",conference and proceedings,0.143,4,0,150,0,24,148,0.00,0.00,
294,Revista de Economia Mundial,journal,0.143 ,8,27,84,1115,27,79,0.15,41.30,
295,Basic and Applied Herpetology,journal,0.142 ,4,7,23,323,7,23,0.31,46.14,
296,Pensamiento,journal,0.142 ,6,49,222,1725,31,206,0.19,35.20,
297,Cuadernos Europeos de Deusto,journal,0.141 ,1,18,20,412,3,20,0.15,22.89,
298,Pragmalinguistica,journal,0.141 ,2,20,59,692,8,59,0.15,34.60,
299,Lengua y Migracion,journal,0.140 ,1,12,24,578,6,24,0.19,48.17,
300,Politica y Sociedad,journal,0.139 ,7,26,113,1379,22,109,0.15,53.04,
301,Revista de Investigacion en Logopedia,journal,0.139 ,4,10,27,475,9,27,0.26,47.50,
302,Anales Cervantinos,journal,0.138 ,3,16,45,652,11,44,0.13,40.75,
303,Revista Espanola de Nutricion Humana y Dietetica,journal,0.138 ,8,59,160,1095,42,143,0.29,18.56,
304,"Journal Globalization, Competitiveness and Governability",journal,0.137 ,4,17,55,751,13,54,0.17,44.18,
305,Optica Pura y Aplicada,journal,0.137 ,9,44,119,805,22,106,0.25,18.30,
306,Dyna (Spain),journal,0.136 ,8,152,425,2314,98,326,0.34,15.22,
307,Journal of Modern Project Management,journal,0.136 ,5,35,112,1689,30,104,0.26,48.26,
308,Revista Cientifica de la Sociedad Espanola de Enfermeria Neurologica,journal,0.134 ,3,15,38,297,6,33,0.14,19.80,
309,Gaceta Mexicana de Oncologia,journal,0.133 ,3,24,196,737,16,174,0.09,30.71,
310,Archivo Espanol de Arqueologia,journal,0.132 ,5,14,40,927,9,39,0.24,66.21,
311,Bolleti de la Societat d'Historia Natural de les Balears,journal,0.132 ,9,0,13,0,4,13,0.00,0.00,
312,Archivo Espanol de Arte,journal,0.131 ,5,26,82,813,6,82,0.05,31.27,
313,"Cultura, Lenguaje y Representacion",journal,0.131 ,3,0,21,0,4,19,0.36,0.00,
314,Revista de Filosofia (Spain),journal,0.131 ,2,17,47,592,6,47,0.19,34.82,
315,Trabajos de Geologia,journal,0.131 ,3,0,5,0,2,5,0.00,0.00,
316,"6th International Operational Modal Analysis Conference, IOMAC 2015",conference and proceedings,0.130,4,0,73,0,19,71,0.00,0.00,
317,Electronic Letters on Computer Vision and Image Analysis,journal,0.130 ,8,0,67,0,28,67,0.18,0.00,
318,Hipogrifo,journal,0.130 ,3,98,138,2476,10,136,0.08,25.27,
319,Obradoiro de Historia Moderna,journal,0.130 ,2,11,14,632,3,14,0.21,57.45,
320,America Latina Hoy,journal,0.129 ,6,22,64,907,12,57,0.09,41.23,
321,EGA Revista de Expression Grafica Arquitectonica,journal,0.129 ,4,43,172,446,13,163,0.07,10.37,
322,Hipertension y Riesgo Vascular,journal,0.129 ,7,31,99,766,22,83,0.25,24.71,
323,Journal of Accessibility and Design for All,journal,0.129 ,2,6,23,308,4,23,0.25,51.33,
324,Ayer,journal,0.128 ,7,53,50,1678,9,49,0.18,31.66,
325,Direccion y Organizacion,journal,0.128 ,4,17,41,926,10,41,0.25,54.47,
326,Review of Communication Research,journal,0.128 ,2,3,2,449,6,2,3.00,149.67,
327,"Revista de Logopedia, Foniatria y Audiologia",journal,0.128 ,10,26,71,608,13,59,0.22,23.38,
328,Angiologia,journal,0.127 ,11,54,335,569,18,303,0.06,10.54,
329,Cedille,journal,0.127 ,2,32,71,767,6,71,0.04,23.97,
330,Fisioterapia,journal,0.127 ,8,51,128,1165,22,103,0.22,22.84,
331,Revista de Calidad Asistencial,journal,0.127 ,17,13,218,0,74,160,0.41,0.00,
332,Revista de Dialectologia y Tradiciones Populares,journal,0.127 ,7,15,85,568,24,85,0.24,37.87,
333,Revista de Toxicologia,journal,0.127 ,9,0,80,0,13,54,0.19,0.00,
334,HSE Social and Education History,journal,0.126 ,2,14,24,598,11,24,0.46,42.71,
335,FMC Formacion Medica Continuada en Atencion Primaria,journal,0.125 ,6,163,599,2267,21,563,0.03,13.91,
336,Reproducao e Climaterio,journal,0.125 ,4,0,76,0,14,75,0.18,0.00,
337,Revista de Antropologia Social,journal,0.125 ,8,19,71,834,14,63,0.15,43.89,
338,Aula Orientalis,journal,0.124 ,1,0,1,0,0,1,0.00,0.00,
339,Cultura de los Cuidados,journal,0.124 ,2,21,156,350,11,154,0.06,16.67,
340,Estudos de Linguistica Galega,journal,0.124 ,4,8,26,301,7,26,0.29,37.63,
341,Hermeneus,journal,0.124 ,3,21,42,709,6,41,0.16,33.76,
342,Medicina Cutanea Ibero-Latino-Americana,journal,0.124 ,9,30,151,447,8,138,0.07,14.90,
343,Monografies del Museu de Ciencies Naturals,journal,0.124 ,1,0,1,0,0,1,0.00,0.00,
344,PACE - Process and Control Engineering,trade journal,0.124 ,2,0,1,0,0,1,0.00,0.00,
345,Perinola,journal,0.124 ,4,21,36,876,12,33,0.38,41.71,
346,"Proceedings of the 7th International Conference on Textile Composites and Inflatable Structures, STRUCTURAL MEMBRANES 2015",conference and proceedings,0.124,0,0,1,0,0,1,0.00,0.00,
347,Revista Chilena de Ortopedia y Traumatologia,journal,0.124 ,0,0,1,0,0,1,0.00,0.00,
348,Revista de la Asociacion Espanola de Especialistas en Medicina del Trabajo,journal,0.124 ,3,19,67,381,9,52,0.24,20.05,
349,Revista de la Sociedad Espanola del Dolor,journal,0.124 ,13,42,182,606,18,121,0.14,14.43,
350,Revista de Obras Publicas,journal,0.124 ,7,182,363,405,4,323,0.01,2.23,
351,Revista Espanola de Artroscopia y Cirugia Articular,journal,0.124 ,0,0,1,0,0,1,0.00,0.00,
352,Revista Hispanoamericana de Hernia,journal,0.124 ,1,0,1,0,0,1,0.00,0.00,
353,Revista Internacional de Ciencias Podologicas,journal,0.124 ,1,0,1,0,0,1,0.00,0.00,
354,Bajo Palabra,journal,0.123 ,1,21,67,472,2,65,0.03,22.48,
355,Catalan Historical Review,journal,0.123 ,3,6,33,345,2,26,0.11,57.50,
356,DOLOR,journal,0.123 ,4,25,56,233,4,53,0.11,9.32,
357,Drugs of the Future,journal,0.123 ,40,85,274,1920,22,270,0.08,22.59,
358,Ilu. Revista de Ciencias de las Religiones,journal,0.123 ,4,15,41,740,3,41,0.10,49.33,
359,Lucentum,journal,0.123 ,2,17,54,1173,6,54,0.11,69.00,
360,Matronas Profesion,journal,0.123 ,5,25,86,515,3,70,0.07,20.60,
361,Revista General de Derecho Administrativo,journal,0.123 ,2,64,150,1124,8,114,0.09,17.56,
362,Sintagma,journal,0.123 ,3,3,19,96,5,19,0.36,32.00,
363,Gerokomos,journal,0.122 ,10,37,111,858,13,99,0.14,23.19,
364,Revista de Estudios Regionales,journal,0.122 ,6,7,70,246,16,68,0.20,35.14,
365,Revista Espanola de Cardiologia Suplementos,journal,0.122 ,12,0,48,0,6,46,0.21,0.00,
366,Revista Espanola de Drogodependencias,journal,0.122 ,3,31,90,1058,10,81,0.08,34.13,
367,Cuadernos de Economia (Spain),journal,0.121 ,4,16,54,604,8,54,0.11,37.75,
368,Revista de Historiografia,journal,0.121 ,3,33,105,1799,7,96,0.05,54.52,
369,Edad de Oro,journal,0.120 ,4,10,46,426,3,46,0.09,42.60,
370,ITEA Informacion Tecnica Economica Agraria,journal,0.120 ,9,18,76,734,17,76,0.27,40.78,
371,Revista del Laboratorio Clinico,journal,0.120 ,6,61,99,1365,14,80,0.17,22.38,
372,Revista de Senologia y Patologia Mamaria,journal,0.120 ,2,29,107,533,11,72,0.17,18.38,
373,Estudios Biblicos,journal,0.119 ,2,15,30,676,1,30,0.05,45.07,
374,Revista Espanola de Linguistica Aplicada,journal,0.119 ,5,24,47,1151,9,46,0.10,47.96,
375,SD Revista Medica Internacional sobre el Sindrome de Down,journal,0.119 ,4,0,25,0,6,25,0.26,0.00,
376,Anuario de Estudios Medievales,journal,0.118 ,7,14,79,859,8,76,0.12,61.36,
377,Arqueologia de la Arquitectura,journal,0.118 ,5,8,43,300,9,43,0.14,37.50,
378,Atlantis,journal,0.118 ,9,20,72,948,10,72,0.10,47.40,
379,Rehabilitacion,journal,0.118 ,9,50,129,972,17,103,0.16,19.44,
380,Revista de Linguistica y Lenguas Aplicadas,journal,0.118 ,2,13,30,583,5,30,0.20,44.85,
381,Revista Espanola de Cirugia Oral y Maxilofacial,journal,0.118 ,5,18,179,184,13,143,0.08,10.22,
382,Fuzzy Economic Review,journal,0.117 ,8,4,23,205,8,23,0.19,51.25,
383,Historia del Presente,journal,0.117 ,2,24,34,880,6,30,0.20,36.67,
384,Artnodes,journal,0.116 ,3,33,68,988,7,59,0.13,29.94,
385,Historia Constitucional,journal,0.116 ,4,21,40,1330,4,37,0.09,63.33,
386,Tonos Digital,journal,0.116 ,2,105,207,3369,6,207,0.04,32.09,
387,Boletin de Estadistica e Investigacion Operativa,journal,0.115 ,2,19,59,396,5,52,0.13,20.84,
388,European Journal of Clinical Pharmacy,journal,0.115 ,6,47,98,950,12,90,0.13,20.21,
389,Ge-Conservacion,journal,0.115 ,3,13,109,282,15,103,0.15,21.69,
390,Melanges de la Casa de Velazquez,book series,0.115 ,4,36,120,842,16,103,0.12,23.39,
391,Revista de Osteoporosis y Metabolismo Mineral,journal,0.115 ,2,22,46,583,4,40,0.11,26.50,
392,Scire,journal,0.115 ,4,14,44,400,5,44,0.13,28.57,
393,"Proceedings of the 4th International Conference on Particle-Based Methods - Fundamentals and Applications, PARTICLES 2015",conference and proceedings,0.114,4,0,103,0,14,101,0.00,0.00,
394,Anales de Arqueologia Cordobesa,journal,0.113 ,2,13,24,1005,2,24,0.09,77.31,
395,BiD,journal,0.113 ,2,21,69,578,7,68,0.09,27.52,
396,Clinica e Investigacion en Ginecologia y Obstetricia,journal,0.113 ,5,46,130,742,13,124,0.06,16.13,
397,Egyptian Liver Journal,journal,0.113 ,2,7,39,182,4,37,0.07,26.00,
398,Isegoria,journal,0.113 ,5,33,100,930,9,96,0.05,28.18,
399,Ius Canonicum,journal,0.113 ,3,12,43,671,3,43,0.07,55.92,
400,Philosophical Readings,journal,0.113 ,1,28,88,722,3,87,0.00,25.79,
401,Revista de Humanidades (SPAIN),journal,0.113 ,1,28,52,1030,2,52,0.04,36.79,
402,Acta Colombiana de Cuidado Intensivo,journal,0.112 ,0,0,2,0,0,2,0.00,0.00,
403,Ars Pharmaceutica,journal,0.112 ,18,0,82,0,15,77,0.23,0.00,
404,Atencion Familiar,journal,0.112 ,1,0,10,0,1,8,0.13,0.00,
405,Botanica Complutensis,journal,0.112 ,9,10,34,423,4,34,0.18,42.30,
406,Cientifica Dental,journal,0.112 ,0,0,2,0,0,2,0.00,0.00,
407,Estudios Irlandeses,journal,0.112 ,3,27,62,722,9,56,0.11,26.74,
408,IC Revista Cientifica de Informacion y Comunicacion,journal,0.112 ,1,15,19,361,3,19,0.16,24.07,
409,Inteligencia Artificial,journal,0.112 ,10,12,36,362,9,35,0.30,30.17,
410,Journal of English Studies,journal,0.112 ,2,14,14,466,1,14,0.07,33.29,
411,Pediatria de Atencion Primaria,journal,0.112 ,7,0,250,0,26,190,0.09,0.00,
412,Revista Colombiana de Cancerologia,journal,0.112 ,1,0,2,0,0,2,0.00,0.00,
413,Revista Mexicana de Ortodoncia,journal,0.112 ,0,0,2,0,0,2,0.00,0.00,
414,Anuario Lope de Vega,journal,0.111 ,2,13,51,529,2,49,0.05,40.69,
415,Anuario Musical,journal,0.111 ,2,22,42,861,5,42,0.11,39.14,
416,Aportes,journal,0.111 ,1,17,26,724,2,24,0.08,42.59,
417,Avances en odontoestomatologia,journal,0.111 ,6,25,80,746,7,78,0.09,29.84,
418,Cancer and Chemotherapy Reviews,journal,0.111 ,2,7,39,150,2,38,0.09,21.43,
419,Estudis Romanics,journal,0.111 ,3,21,68,799,7,68,0.11,38.05,
420,Gladius,journal,0.111 ,3,10,25,433,4,25,0.13,43.30,
421,Journal of Maritime Research,journal,0.111 ,7,0,39,0,3,39,0.33,0.00,
422,Paremia,journal,0.111 ,1,22,21,455,1,20,0.05,20.68,
423,Quiroga,journal,0.111 ,1,9,44,170,4,38,0.11,18.89,
424,Revista Catalana d'Ornitologia,journal,0.111 ,4,6,23,396,4,23,0.27,66.00,
425,Revista de Estudios Internacionales Mediterraneos,journal,0.111 ,2,12,58,511,6,55,0.08,42.58,
426,"Revista Proyecto, Progreso, Arquitectura",journal,0.111 ,2,17,66,354,3,66,0.06,20.82,
427,Sociedad Espanola de Estudios Renacentistas Ingleses,journal,0.111 ,2,12,40,222,3,40,0.10,18.50,
428,"Studia Historica, Historia Medieval",journal,0.111 ,3,7,38,406,8,37,0.20,58.00,
429,Analisi,journal,0.110 ,1,8,15,240,1,15,0.07,30.00,
430,Con-textos Kantianos,journal,0.110 ,2,52,139,1097,7,123,0.06,21.10,
431,Cuadernos Hispanoamericanos,journal,0.110 ,3,120,266,848,4,234,0.02,7.07,
432,Endoxa,journal,0.110 ,2,14,100,350,14,96,0.12,25.00,
433,Gaceta Medica de Bilbao,journal,0.110 ,2,30,105,589,2,86,0.03,19.63,
434,"Hispania (Madrid, Spain : 1940)",journal,0.110 ,9,14,77,686,11,77,0.12,49.00,
435,Hispania Nova,journal,0.110 ,1,24,22,1659,3,21,0.14,69.13,
436,Ciudad y Territorio Estudios Territoriales,journal,0.109 ,2,42,78,1072,4,68,0.05,25.52,
437,Estudios de Linguistica del Espanola,journal,0.109 ,3,15,46,715,7,45,0.13,47.67,
438,Papers: Revista de sociologia,journal,0.109 ,8,26,80,1293,19,79,0.15,49.73,
439,Revista Espanola de Nutricion Comunitaria,journal,0.109 ,9,17,66,543,2,58,0.04,31.94,
440,Afinidad,journal,0.108 ,14,2,54,85,11,52,0.21,42.50,
441,Monografies de la Societat d'Historia Natural de les Balears,book series,0.108 ,5,0,105,0,5,99,0.07,0.00,
442,Revista Medica del Hospital General de Mexico,journal,0.108 ,1,0,6,0,2,6,0.33,0.00,
443,Batalleria,journal,0.107 ,7,0,27,0,3,26,0.11,0.00,
444,Cuadernos de bioética : revista oficial de la Asociación Española de Bioética y ?tica Médica,journal,0.107 ,4,20,79,0,14,73,0.20,0.00,
445,Journal of Physical Agents,journal,0.107 ,13,0,6,0,2,5,0.40,0.00,
446,Revista CIDOB d'Afers Internacionals,journal,0.107 ,2,35,58,1788,10,57,0.18,51.09,
447,Revista de Metodos Cuantitativos para la Economia y la Empresa,journal,0.107 ,7,2,65,86,5,64,0.10,43.00,
448,"WHEC 2016 - 21st World Hydrogen Energy Conference 2016, Proceedings",conference and proceedings,0.107,2,0,296,0,12,295,0.04,0.00,
449,Amaltea,journal,0.106 ,0,9,6,313,0,4,0.00,34.78,
450,Carreteras,journal,0.106 ,4,63,187,360,2,145,0.01,5.71,
451,Catalan Journal of Linguistics,journal,0.106 ,11,1,26,30,7,26,0.27,30.00,
452,Ensayos Sobre Politica Economica,journal,0.106 ,6,0,53,0,10,48,0.19,0.00,
453,Geopolitica(s),journal,0.106 ,1,6,12,441,3,12,0.25,73.50,
454,Index de Enfermeria,journal,0.106 ,8,0,178,0,12,135,0.08,0.00,
455,Lurralde,journal,0.106 ,3,14,26,449,3,26,0.15,32.07,
456,Neurologia Argentina,journal,0.106 ,4,50,164,1257,7,140,0.04,25.14,
457,Progresos en Obstetricia y Ginecologia,journal,0.106 ,8,55,286,1052,15,248,0.03,19.13,
458,Revista del Pie y Tobillo,journal,0.106 ,0,0,4,0,0,4,0.00,0.00,
459,Revista Espanola de Antropologia Fisica,journal,0.106 ,1,0,14,0,1,14,0.11,0.00,
460,Revista UNISCI,journal,0.106 ,1,2,32,108,2,29,0.15,54.00,
461,"Studia Historica, Historia Antigua",journal,0.106 ,1,8,4,486,2,4,0.50,60.75,
462,UNISCI Discussion Papers,journal,0.106 ,4,0,70,0,9,60,0.21,0.00,
463,Ibersid,journal,0.105 ,2,8,50,171,7,50,0.15,21.38,
464,Pediatria,journal,0.105 ,1,0,5,0,0,5,0.00,0.00,
465,Pharmaceutical Care Espana,journal,0.105 ,9,0,61,0,2,48,0.04,0.00,
466,Repertorio de Medicina y Cirugia,journal,0.105 ,1,0,5,0,1,5,0.20,0.00,
467,Revista Espanola de Antropologia Americana,journal,0.105 ,6,0,64,0,5,52,0.07,0.00,
468,Anales de Literatura Hispanoamericana,journal,0.104 ,4,28,108,714,2,105,0.01,25.50,
469,Anales del Seminario de Historia de la Filosofia,journal,0.104 ,3,31,82,1379,8,82,0.10,44.48,
470,AP Arqueologia Publica,journal,0.104 ,0,11,7,572,0,6,0.00,52.00,
471,Castilla Estudios de Literatura,journal,0.104 ,2,17,61,608,5,61,0.10,35.76,
472,Economics and Business Letters,journal,0.104 ,1,22,17,420,3,17,0.18,19.09,
473,"Emerita / Junta para Ampliacion de Estudios, Centro de Estudios Historicos",journal,0.104 ,4,9,51,422,3,46,0.07,46.89,
474,Medicine,journal,0.104 ,5,203,614,3658,20,614,0.03,18.02,
475,"Proceedings of the 7th International Conference on Adaptive Modeling and Simulation, ADMOS 2015",conference and proceedings,0.104,0,0,8,0,0,6,0.00,0.00,
476,"Proceedings of the 7th International Conference on Textile Composites and Inflatable Structures, STRUCTURAL MEMBRANES 2015",conference and proceedings,0.104,2,0,50,0,11,48,0.00,0.00,
477,"Revista de enfermeria (Barcelona, Spain)",journal,0.104 ,9,0,191,0,15,165,0.09,0.00,
478,Faventia,book series,0.103 ,0,0,7,0,0,7,0.00,0.00,
479,Illes i Imperis,journal,0.103 ,0,8,8,416,0,8,0.00,52.00,
480,Lexis (Spain),journal,0.103 ,2,0,62,0,3,62,0.03,0.00,
481,Pasado y Memoria,journal,0.103 ,0,17,9,938,0,9,0.00,55.18,
482,PNA,journal,0.103 ,1,9,8,376,1,8,0.13,41.78,
483,Revista de Filologia Romanica,journal,0.103 ,4,13,159,414,2,155,0.00,31.85,
484,Translational Biomedicine,journal,0.103 ,4,0,11,0,0,8,0.00,0.00,
485,Atalante,journal,0.102 ,2,32,85,684,3,81,0.04,21.38,
486,Convivium,journal,0.102 ,2,0,12,0,1,12,0.08,0.00,
487,Cuadernos Dieciochistas,journal,0.102 ,1,0,14,0,1,14,0.07,0.00,
488,Cuadernos Salmantinos de Filosofia,journal,0.102 ,1,16,13,489,1,12,0.08,30.56,
489,Dialisis y Trasplante,journal,0.102 ,8,0,15,0,1,13,0.00,0.00,
490,Edad Media,journal,0.102 ,0,14,11,846,0,11,0.00,60.43,
491,Exemplaria Classica,journal,0.102 ,2,4,14,158,1,14,0.11,39.50,
492,Gazeta de Antropologia,journal,0.102 ,3,0,44,0,4,43,0.13,0.00,
493,Kranion,journal,0.102 ,2,0,12,0,0,10,0.00,0.00,
494,Lectora,journal,0.102 ,0,14,12,370,0,12,0.00,26.43,
495,LLULL : boletin de la Sociedad Espanola de Historia de las Ciencias,journal,0.102 ,2,10,12,334,2,12,0.17,33.40,
496,Medicina e historia,journal,0.102 ,2,0,12,0,0,12,0.00,0.00,
497,Minos,journal,0.102 ,5,0,14,0,0,14,0.00,0.00,
498,Quaderns de l'Institut Catala d'Antropologia,journal,0.102 ,4,7,48,194,7,46,0.15,27.71,
499,Reales Sitios,journal,0.102 ,4,0,16,0,0,13,0.00,0.00,
500,Revista de Fitoterapia,journal,0.102 ,3,0,45,0,1,35,0.00,0.00,
501,Revista de Hispanismo Filosofico,journal,0.102 ,1,9,12,184,1,10,0.10,20.44,
502,Revista del Ministerio de Empleo y Seguridad Social,journal,0.102 ,1,0,12,0,1,11,0.09,0.00,
503,Revista de Occidente,journal,0.102 ,4,112,198,525,2,173,0.01,4.69,
504,Revista de Salud Ambiental,journal,0.102 ,0,0,12,0,0,12,0.00,0.00,
505,Revista Medica de Homeopatia,journal,0.102 ,3,0,72,0,2,45,0.07,0.00,
506,Sagvntvm,journal,0.102 ,0,17,12,846,0,12,0.00,49.76,
507,Trauma (Spain),journal,0.102 ,6,6,10,85,0,10,0.00,14.17,
508,Arenal,journal,0.101 ,1,11,19,492,1,19,0.05,44.73,
509,Atalanta,journal,0.101 ,1,4,20,232,0,19,0.00,58.00,
510,Boletin Academico,journal,0.101 ,0,8,20,125,0,18,0.00,15.63,
511,Boletin de Arte,journal,0.101 ,1,23,24,620,1,24,0.04,26.96,
512,Brumal,journal,0.101 ,1,37,32,1082,1,31,0.03,29.24,
513,Codex Aquilarensis,journal,0.101 ,1,0,20,0,2,20,0.20,0.00,
514,Collectanea Christiana Orientalia,journal,0.101 ,1,9,24,192,1,24,0.07,21.33,
515,Comprendre,journal,0.101 ,1,14,34,441,2,30,0.10,31.50,
516,Cuadernos de Estudios Gallegos,book series,0.101 ,2,0,23,0,0,23,0.00,0.00,
517,Cuadernos de Medicina Forense,journal,0.101 ,6,0,52,0,3,43,0.00,0.00,
518,Futuro del Pasado,journal,0.101 ,1,15,19,692,1,18,0.06,46.13,
519,Glossae,journal,0.101 ,0,14,39,575,0,39,0.00,41.07,
520,Hikma,journal,0.101 ,1,9,19,309,0,19,0.00,34.33,
521,Hispania Antiqua,journal,0.101 ,2,0,35,0,2,35,0.04,0.00,
522,Iberoamericana. America Latina - Espana - Portugal,journal,0.101 ,1,43,39,1326,1,38,0.03,30.84,
523,Imago Temporis - Medium Aevum,journal,0.101 ,2,15,30,1083,3,30,0.10,72.20,
524,Investigaciones Historicas,journal,0.101 ,2,0,21,0,0,20,0.00,0.00,
525,Magnificat Cultura i Literatura Medievals,journal,0.101 ,1,0,17,0,0,17,0.00,0.00,
526,Miscelanea,journal,0.101 ,3,12,33,434,2,33,0.05,36.17,
527,"Miscelanea de Estudios Arabes y Hebraicos, Seccion Hebreo",journal,0.101 ,1,9,30,231,1,28,0.00,25.67,
528,Publicaciones de la Facultad de Educacion y Humanidades del Campus de Melilla,journal,0.101 ,1,13,20,443,0,19,0.00,34.08,
529,RA Revista de Arquitectura,journal,0.101 ,2,17,37,264,3,37,0.00,15.53,
530,Recta,journal,0.101 ,3,0,30,0,1,30,0.00,0.00,
531,Revista Complutense de Historia de America,journal,0.101 ,6,11,38,559,3,36,0.12,50.82,
532,Revista de derecho y genoma humano = Law and the human genome review,journal,0.101 ,2,0,17,0,0,17,0.00,0.00,
533,Revista de Estudios Norteamericanos,journal,0.101 ,1,0,26,0,2,26,0.00,0.00,
534,Revista de Filologia Alemana,journal,0.101 ,4,11,46,285,2,35,0.09,25.91,
535,Revista de Indias,journal,0.101 ,11,18,75,878,8,74,0.06,48.78,
536,Revista de Literatura Medieval,journal,0.101 ,3,0,23,0,1,23,0.09,0.00,
537,Revista de Musicologia,journal,0.101 ,0,9,24,739,0,24,0.00,82.11,
538,Revista de Patologia Respiratoria,journal,0.101 ,3,37,185,363,5,83,0.07,9.81,
539,Revista de Quimica e Industria Textil,trade journal,0.101 ,0,10,38,76,0,32,0.00,7.60,
540,Revista Iberoamericana de Fertilidad y Reproduccion Humana,journal,0.101 ,6,0,48,0,1,36,0.05,0.00,
541,Sistema,journal,0.101 ,0,10,27,174,0,27,0.00,17.40,
542,Studia Poliana,journal,0.101 ,1,11,23,402,0,23,0.00,36.55,
543,SVMMA,journal,0.101 ,2,2,34,58,0,28,0.00,29.00,
544,Sylloge Epigraphica Barcinonensis,journal,0.101 ,1,0,15,0,1,15,0.07,0.00,
545,Topicos,journal,0.101 ,1,7,27,122,1,25,0.06,17.43,
546,Torres de Lucca,journal,0.101 ,0,22,19,524,0,19,0.00,23.82,
547,TRANS. Revista de Traductologia,journal,0.101 ,2,18,24,540,2,23,0.09,30.00,
548,ZARCH,journal,0.101 ,1,18,36,348,3,32,0.09,19.33,
549,Al-Qantara,journal,0.100 ,12,0,48,0,8,48,0.10,0.00,
550,Anuario Calderoniano,journal,0.100 ,3,13,47,462,4,45,0.12,35.54,
551,Anuario de Estudios Filologicos,journal,0.100 ,2,0,40,0,6,40,0.15,0.00,
552,Anuario de Historia de la Iglesia,journal,0.100 ,4,18,69,1004,3,61,0.06,55.78,
553,Anuario Filosofico,journal,0.100 ,4,18,72,926,8,72,0.04,51.44,
554,Ars Longa,journal,0.100 ,2,0,59,0,0,59,0.00,0.00,
555,Ausa,journal,0.100 ,2,0,60,0,0,58,0.00,0.00,
556,Boletin Americanista,journal,0.100 ,3,11,70,288,6,64,0.00,26.18,
557,Boletin de la Real Academia Espanola,journal,0.100 ,3,18,57,747,6,57,0.03,41.50,
